i7Q4,2019,Sound of Metal,Darius Marder,121,"['Riz Ahmed', 'Paul Raci', 'Olivia Cooke', 'Lauren Ridloff', 'Mathieu Amalric', 'Tom Kemp', 'Chris Perfetti', 'Hillary Baack', 'Chelsea Lee', 'Shaheem Sanchez', 'Rena Maliszewski', 'Michael Tow', 'William Xifaras', 'Jamie Ghazarian', 'David Arthur Sousa', 'Bill Thorpe', 'Marisa Defranco', 'Jeremy Lee Stone', 'Alex Kilgore', 'Dani Miller', 'Sean Powell', 'Alan Resnic', ""Thomas O'Brien Vallor"", 'Domenico Toledo', 'Elan Sicroff', 'Ezra Marder', 'Hartmut Teuber', 'Joe Toledo', 'Jonathon LeJeune', 'Show All�', 'Margaret Chardiet']"
H3m,2012,The Dark Knight Rises,Christopher Nolan,165,"['Christian Bale', 'Michael Caine', 'Gary Oldman', 'Anne Hathaway', 'Tom Hardy', 'Marion Cotillard', 'Joseph Gordon-Levitt', 'Morgan Freeman', 'Matthew Modine', 'Juno Temple', 'Ben Mendelsohn', 'Burn Gorman', 'Daniel Sunjata', 'Cillian Murphy', 'Alon Aboutboul', 'Liam Neeson', 'Nestor Carbonell', 'Josh Stewart', 'Aidan Gillen', 'Tom Conti', 'Joey King', 'Josh Pence', 'John Nolan', 'Warren Brown', 'Sam Kennard', 'Aliash Tepina', 'Nick Julian', 'Miranda Nolan', 'Claire Julien', 'Show All�', 'Brett Cullen', 'Reggie Lee', 'Joseph Lyle Taylor', 'Chris Ellis', 'Duane Henry', 'James Harvey Ward', 'Gonzalo Menendez', 'Cameron Jack', 'Lex Daniel', 'Tyler Dean Flores', 'Thomas Lennon', 'Trevor White', 'Rob Brown', 'Daina Griffith', 'Fredric Lehne', 'Courtney Munch', 'Chris Hill', 'Travis Guba', 'Jay Benedict', 'Will Estes', 'David Dayan Fisher', 'Glen Powell', 'Ben Cornish', 'Russ Fega', 'Andres Perez-Molina', 'Brent Briscoe', 'Oliver Cotton', 'Mark Killeen', 'Sarah Goldberg', 'John Macmillan', 'Robert Wisdom', 'Ronnie Gene Blevins', 'John Hollingworth', 'Ian Bohen', 'Uri Gavriel', 'Noel Gugliemi', 'Hector Atreyu Ruiz', 'Patrick Cox', 'Aramis Knight', 'William Devane', 'David Gyasi', 'Patrick Jordan', 'Joshua Elijah Reese', 'Desmond Harrington', 'Mychael Bates', 'Tomas Arana', 'Peter Holden', 'David Monahan', 'Jillian Armenante', 'Aja Evans', 'Aldous Davidson', 'Wade Williams', 'Jake Canuso', 'Julie Mun', 'Rory Nolan', 'Harry Coles', 'Massi Furlan', 'Todd Gearhart', 'Christopher Judge', 'Patrick Leahy', 'Kevin Kiely Jnr', 'Daniel Newman', 'Marc Abbink', 'Isiah Adams', 'Charlie Alejandro', 'Robert Arensen', 'Grant Babbitt', 'Fileena Bahris', 'Rick Bolander', 'Kyle Patrick Brennan', 'Scott Churchson', 'Bill Cowher', 'Graham Curry', 'Aaron Eckhart', 'Stephanie Domini Ehlert', 'John Farrer', 'Frank Fata', 'Christopher Bryan Gomez', 'Vito Grassi', 'Michael Wren Gucciardo', 'Ed Heavey', 'John W. Iwanonkiw', 'Cindy Jackson', 'Daniel Jordano', 'Tiffany Kemp', 'Sun Jae Kim', 'Hrvoje Klecz', 'Alex Kruz', 'Tyler La Marr', 'LeJon', 'Paul Jude Letersky', 'Joe Lipari', 'Silvia Lombardo', 'Jorge Mardel', 'Cale McConnell', 'David Dale McCue', 'Michael Papajohn', 'Salomon Passariello', 'Tiffany Sander McKenzie', 'Allen Merritt', 'Olan Montgomery', 'Alex Moore', 'Shane Nolan', 'Kyle David Pierce', 'Troy Polamalu', 'Michael Power', 'James Rawlings', 'Kirsten Roeters', 'Ben Roethlisberger', 'Mark Roman', 'Eric Salazar', 'Emily Schooley', 'Thomas Tull', 'Chris Vaina', 'Barbara Vincent', 'Justin Michael Woods', 'Jason Yee', 'John Zion', 'Alex Ziwak', 'Tommy Bayiokos', 'Matthew Gooley', 'Jeff Moffitt', 'Diogo Hausen', 'Gary Sievers', 'Orion McCabe', 'London May', 'James Quinn', 'Joe Fishel', 'Ming Wang', 'Simon Rhee', 'Hines Ward', 'Heath Miller', 'Collin Taylor']"
2aIg,2005,Batman Begins,Christopher Nolan,140,"['Christian Bale', 'Michael Caine', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Ken Watanabe', 'Morgan Freeman', 'Gus Lewis', 'Emma Lockhart', 'Mark Boone Junior', 'Linus Roache', 'Larry Holden', 'Colin McFarlane', 'Christine Adams', 'Vincent Wong', 'Sara Stewart', 'Richard Brake', 'Gerard Murphy', 'Charles Edwards', 'Tim Booth', 'Rade �erbed�ija', 'Risteard Cooper', 'Andrew Pleavin', 'Jo Martin', 'Shane Rimmer', 'Jeremy Theobald', 'Show All�', 'Jack Gleeson', 'Jon Foo', 'Spencer Wilding', 'Dave Legeno', 'Khan Bonfils', 'Mark Strange', 'Grant Guirey', 'Rodney Ryan', 'Dean Alexandrou', 'Hayden Nickel', 'Catherine Porter', 'John Nolan', 'Karen David', 'Jonathan D. Ellis', 'Tamer Hassan', 'Tom Wu', 'Ronan Leahy', 'Mark Chiu', 'Turbo Kong', 'Sai-Kit Yung', 'Chike Chan', 'Tenzin Clive Ball', 'Tenzin Gyurme', 'Jamie Hayden', 'David Murray', 'John Kazek', 'Darragh Kelly', 'Patrick Nolan', 'Joseph Rye', 'Kwaku Ankomah', 'Timothy Deenihan', 'Lucy Russell', 'David Bedella', 'Flavia Masetto', 'Emily Steven-Daly', 'Martin McDougall', 'Noah Lee Margetts', 'Joe Hanley', 'Karl Shiels', 'Roger Griffiths', 'Stephen Walters', 'Richard Laing', 'Matt Miller', 'Alexandra Bastedo', 'Soo Hee Ding', 'Conn Horgan', 'Phill Curr', 'John Judd', 'Sarah Wateridge', 'Charlie Kranz', 'Terry McMahon', 'Cedric Young', 'Tom Nolan', 'Leon Delroy Williams', 'Roger Yuan', 'Joe Sargent', 'Mel Taylor', 'Ilyssa Fradin', 'Jeff Christian', 'John Burke', 'Alex Moggridge', 'Earlene Bentley', 'Jay Buozzi', 'Jordan Shaw', 'Omar Mostafa', 'Patrick Pond', 'Poppy Tierney', 'Rory Campbell', 'Fabio Cardascia', 'Mark Rhino Smith', 'Ruben Halse', 'Dominic Burgess', 'Nadia Cameron-Blakey', 'Mark Straker', 'T.J. Ramini', 'Kieran Hurley', 'Emmanuel Idowu', 'Jeff Tanner', 'Joey Ansah']"
4VZ8,2014,Interstellar,Christopher Nolan,169,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Ellen Burstyn', 'John Lithgow', 'Michael Caine', 'Casey Affleck', 'Wes Bentley', 'Bill Irwin', 'Mackenzie Foy', 'Topher Grace', 'David Gyasi', 'Timoth�e Chalamet', 'Matt Damon', 'David Oyelowo', 'William Devane', 'Josh Stewart', 'Collette Wolfe', 'Leah Cairns', 'Russ Fega', 'Lena Georgas', 'Jeff Hephner', 'Elyes Gabel', 'Brooke Smith', 'Liam Dickinson', 'Francis X. McCarthy', 'Andrew Borba', 'Flora Nolan', 'William Patrick Brown', 'Show All�', 'Kristian Van der Heyden', 'Joseph Oliveira', 'Ryan Irving', 'Alexander Michael Helisek', 'Benjamin Hardy', 'Griffen Fraser']"
d0Y6,2017,Dunkirk,Christopher Nolan,107,"['Fionn Whitehead', 'Tom Hardy', 'Mark Rylance', 'Kenneth Branagh', 'Cillian Murphy', 'Barry Keoghan', 'Harry Styles', 'Aneurin Barnard', 'Damien Bonnard', 'Lee Armstrong', 'James Bloor', 'Tom Glynn-Carney', 'Jack Lowden', 'Luke Thompson', 'Michel Biel', 'Constantin Balsan', 'Billy Howle', 'Mikey Collins', 'Callum Blake', 'Dean Ridge', 'Bobby Lockwood', 'Will Attenborough', 'Tom Nolan', ""James D'Arcy"", 'Matthew Marsh', 'Adam Long', 'Miranda Nolan', 'Bradley Hall', 'Jack Cutmore-Scott', 'Show All�', 'Brett Lorenzini', 'Michael Fox', 'Brian Vernel', 'Elliott Tittensor', 'Kevin Guthrie', 'Harry Richardson', 'Jochum ten Haaf', 'Johnny Gibbon', 'Richard Sanderson', 'Kim Hartman', 'Calam Lynch', 'Charley Palmer Rothwell', 'Tom Gill', 'John Nolan', 'Bill Milner', 'Jack Riddiford', 'Harry Collett', 'Eric Richard', 'Michael Caine', 'Johnny Otto']"
293w,2006,The Prestige,Christopher Nolan,130,"['Hugh Jackman', 'Christian Bale', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'David Bowie', 'Andy Serkis', 'Piper Perabo', 'Jim Piddock', 'Samantha Mahurin', 'Mark Ryan', 'Jamie Harris', 'Daniel Davis', 'Roger Rees', 'Ricky Jay', 'Christopher Neame', 'Monty Stuart', 'Ron Perkins', 'Anthony De Marco', 'Chao Li Chi', 'John B. Crye', 'William Morgan Sheppard', 'Ezra Buzzington', 'James Lancaster', 'Johnny Liska', 'Russ Fega', 'Kevin Will', 'Edward Hibbert', 'James Otis', 'Show All�', 'Sam Menning', 'Brian Tahash', 'Jodi Bianca Wise', 'Enn Reitel', 'Robert W. Arbogast', 'Chris Cleveland', 'Rock Anthony', 'Tim Pilleri', 'Gary Sievers', 'Inna Swann', 'Erin Cipolletti']"
1skk,2010,Inception,Christopher Nolan,148,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Talulah Riley', 'Tohoru Masamune', 'Taylor Geare', 'Claire Geare', 'Johnathan Geare', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Nicolas Clerc', 'Jean-Michel Dagory', 'Marc Raducci', 'Show All�', 'Tai-Li Lee', 'Magnus Nolan', 'Helena Cullinan', 'Mark Fleischmann', 'Shelley Lang', 'Adam Cole', 'Jack Murray', 'Kraig Thornber', 'Angela Nathenson', 'Natasha Beaumont', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Jason Tendell', 'Jack Gilroy', 'Shannon Welles', 'Daniel Girondeaud']"
6aig,2014,The Imitation Game,Morten Tyldum,113,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Rory Kinnear', 'Allen Leech', 'Matthew Beard', 'Charles Dance', 'Mark Strong', 'James Northcote', 'Tom Goodman-Hill', 'Steven Waddington', 'Ilan Goodman', 'Jack Tarlton', 'Alex Lawther', 'Jack Bannon', 'Tuppence Middleton', 'Dominik Charman', 'James G. Nunn', 'Charlie Manton', 'David Charkham', 'Victoria Wicks', 'Andrew Havill', 'Laurence Kennedy', 'Tim van Eyken', 'Will Bowden', 'Miranda Bell', 'Tim Steed', 'Bartosz Wandrykow', 'Hayley Joanne Bacon', 'Show All�', 'Ingrid Benussi', 'Nicholas Blatt', 'Jack Brash', 'Ancuta Breaban', 'Alex Corbet Burcher', 'Grace Calder', 'Richard Campbell', 'Daniel Chapple', 'Lisa Colquhoun', 'Alexander Cooper', 'Leigh Dent', 'Esther Eden', 'Sam Exley', 'Ben Farrow', 'Mike Firth', 'Hannah Flynn', 'James Gard', 'Guna Gultniece', 'Benjamin Hardie', 'Oscar Hatton', 'Luke Hope', 'Vera Horton', 'Vincent Idearson', 'Denis Koroshko', 'Debra Leigh-Taylor', 'Stuart Matthews', 'Amber-Rose May', 'Samantha Moran', 'Adam Nowell', 'Joseph Oliveira', 'Harry Leonard Parkinson', 'David G. Robinson', 'Alice Tapfield', 'Mark Underwood', 'Nicola-Jayne Wells', 'Josh Wichard', 'Lee Asquith-Coe']"
bTpm,2015,The Man Who Knew Infinity,Matt Brown,108,"['Stephen Fry', 'Kevin McNally', 'Dev Patel', 'Devika Bhise', 'Jeremy Northam', 'Anthony Calf', 'Jeremy Irons', 'P�draic Delaney', 'Shazad Latif', 'Roger Narayan', 'Arundathi Nag', 'Dhritiman Chatterjee', 'Richard Johnson', 'Raghuvir Joshi', 'Toby Jones', 'Malcolm Sinclair', 'San Shella', 'Richard Cunningham', 'Thomas Bewley', 'Pip Barclay', 'David Shaw-Parker', 'Dominic Cazenove', 'Nicholas Agnew', 'Alan Booty', 'Shenagh Govan', 'Alexander Forsyth', 'Enzo Cilenti', 'Elaine Caulfield', 'Alex Bartram', 'Show All�', 'Christopher Ravenscroft', 'Imogen Sage']"
7YtA,2014,The Theory of Everything,James Marsh,123,"['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox', 'Emily Watson', 'Simon McBurney', 'David Thewlis', 'Maxine Peake', 'Harry Lloyd', 'Tom Prior', 'Sophie Perry', 'Finlay Wright-Stephens', 'Alice Orr-Ewing', 'Thomas Morrison', 'Michael Marcus', 'Gruffudd Glyn', 'Paul Longley', 'Guy Oliver-Watts', 'Lucy Chappell', 'Charlotte Hope', 'Abigail Cruttenden', 'Nicholas Gerard-Martin', 'Brett Brown', 'Anthony Skrimshire', 'Christian McKay', 'Adam Godley', 'Nicola Sloane', 'Lottie Hamilton', 'Enzo Cilenti', 'Rufus Taylor', 'Show All�', 'Delilah Sexton', 'Eileen Davies', 'Simon Chandler', 'Georg Nikoloff', 'Oliver Payne', 'Raffiella Chapman', 'Sam Houston', 'Victoria Emslie', 'Frank Leb�uf', 'Will Barton', 'Lucy Challenger', 'Nicola Victoria Buck', 'Stuart Benson', 'Andrew Bridgmont', 'Jamie Edwards', 'Jumaane Brown']"
